City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Houma,US,2021-11-01 01:10:05,29.5958,-90.7195,64.99,85,0,0.47
282,Tavda,RU,2021-11-01 01:12:35,58.0425,65.2726,36.18,97,100,6.85
283,Trairi,BR,2021-11-01 01:09:33,-3.2778,-39.2689,79.95,78,38,10.51
284,Palmer,US,2021-11-01 01:11:37,42.1584,-72.3287,57.36,94,60,6.82
285,Tateyama,JP,2021-11-01 01:12:37,34.9833,139.8667,68.14,85,98,11.14
286,Zhigansk,RU,2021-11-01 01:12:38,66.7697,123.3711,6.31,95,100,15.41
287,Husavik,IS,2021-11-01 01:12:39,66.0449,-17.3389,34.16,99,100,19.95
288,Suchil,MX,2021-11-01 01:12:39,23.6333,-103.9167,63.97,41,51,2.98
289,Portree,GB,2021-11-01 01:12:40,57.4129,-6.1942,47.52,93,100,19.17
290,Ondjiva,AO,2021-11-01 01:12:41,-17.0667,15.7333,68.14,21,58,2.86
291,Markova,UA,2021-11-01 01:12:42,48.6758,24.4138,39.07,70,0,2.91
292,Gondar,ET,2021-11-01 01:12:43,12.6,37.4667,55.35,66,7,7.85
293,Dzaoudzi,YT,2021-11-01 01:12:44,-12.7887,45.2699,78.69,78,20,6.91
294,Pangkalanbuun,ID,2021-11-01 01:12:44,-2.6833,111.6167,75.24,96,100,3.91
295,Nome,US,2021-11-01 01:11:00,64.5011,-165.4064,24.87,68,1,6.91
296,Faya,SA,2021-11-01 01:12:46,18.3851,42.4509,54.12,55,10,5.79
297,Shiliguri,IN,2021-11-01 01:12:46,26.7,88.4333,65.62,75,1,3.53
298,Necochea,AR,2021-11-01 01:12:47,-38.5473,-58.7368,52.41,78,100,8.08
299,Rocha,UY,2021-11-01 01:12:48,-34.4833,-54.3333,61.39,99,89,4.16
300,Boqueirao,BR,2021-11-01 01:12:48,-7.5,-36.1333,72.86,80,52,10.45
301,Vila Velha,BR,2021-11-01 01:12:32,-20.3297,-40.2925,69.75,100,90,2.3
302,Gdansk,PL,2021-11-01 01:12:50,54.3521,18.6464,55.08,74,0,12.66
303,Navahrudak,BY,2021-11-01 01:12:50,53.6,25.8333,39.0,70,0,8.86
304,Asyut,EG,2021-11-01 01:09:36,27.181,31.1837,74.61,34,6,7.99
305,Sur,OM,2021-11-01 01:12:52,22.5667,59.5289,81.25,52,0,8.97
306,Ginir,ET,2021-11-01 01:12:52,7.1333,40.7,57.0,78,92,4.56
307,Iqaluit,CA,2021-11-01 01:12:53,63.7506,-68.5145,29.7,86,87,8.99
308,Novaya Igirma,RU,2021-11-01 01:12:54,57.1334,103.9112,30.58,86,100,3.2
309,Jalu,LY,2021-11-01 01:12:54,29.0331,21.5482,64.99,85,13,7.87
310,Two Rivers,US,2021-11-01 01:12:55,44.1539,-87.5693,45.09,53,1,1.99
311,Teluk Nibung,ID,2021-11-01 01:12:56,3.001,99.8164,77.85,84,100,3.67
312,Sira,IN,2021-11-01 01:12:57,13.7453,76.9092,68.92,94,24,5.01
313,Morros,BR,2021-11-01 01:12:57,-9.4467,-46.3003,76.86,65,99,1.63
314,Mayo,US,2021-11-01 01:12:58,38.8876,-76.5119,59.34,76,1,1.99
315,Cidreira,BR,2021-11-01 01:12:59,-30.1811,-50.2056,67.87,88,9,21.27
316,Ulladulla,AU,2021-11-01 01:13:00,-35.35,150.4667,77.77,47,85,10.11
317,Samarai,PG,2021-11-01 01:13:01,-10.6167,150.6667,83.75,77,100,14.88
318,Pembroke,CA,2021-11-01 01:14:01,45.8168,-77.1162,47.17,87,8,8.08
319,Port Hardy,CA,2021-11-01 01:14:02,50.6996,-127.4199,48.0,67,0,7.99
320,Grosseto,IT,2021-11-01 01:14:03,42.8333,11.25,61.68,77,94,3.6
321,Bethel,US,2021-11-01 01:14:03,41.3712,-73.414,57.02,86,1,1.01
322,Gagatli,RU,2021-11-01 01:14:04,42.8013,46.2916,40.55,75,100,2.42
323,Haines Junction,CA,2021-11-01 01:14:05,60.7522,-137.5108,29.93,79,99,3.04
324,Los Llanos De Aridane,ES,2021-11-01 01:14:06,28.6585,-17.9182,67.12,44,40,5.01
325,Saint-Augustin,CA,2021-11-01 01:14:06,51.226,-58.6502,44.06,65,100,8.77
326,Ostrovnoy,RU,2021-11-01 01:14:07,68.0531,39.5131,33.55,88,100,16.69
327,Devils Lake,US,2021-11-01 01:09:37,48.1128,-98.8651,35.58,64,90,7.0
328,Fairview,US,2021-11-01 01:09:09,40.8126,-73.999,60.22,73,20,5.75
329,Bonthe,SL,2021-11-01 01:14:09,7.5264,-12.505,75.52,92,100,2.46
330,Iisalmi,FI,2021-11-01 01:14:10,63.5592,27.1907,46.42,95,100,7.25
331,Talakan,RU,2021-11-01 01:14:11,50.3167,130.3667,32.58,30,15,1.41
332,Krasnoselkup,RU,2021-11-01 01:14:12,65.7,82.4667,4.75,94,100,12.64
333,Lee,US,2021-11-01 01:14:13,26.567,-81.8831,75.97,73,1,9.22
334,Aklavik,CA,2021-11-01 01:14:13,68.2191,-135.0107,22.68,87,100,9.8
335,Constitucion,CL,2021-11-01 01:14:14,-35.3333,-72.4167,51.53,91,73,2.86
336,Cairns,AU,2021-11-01 01:14:15,-16.9167,145.7667,92.07,63,57,16.11
337,Cabo Rojo,PR,2021-11-01 01:14:16,18.0866,-67.1457,80.78,85,18,3.89
338,Yumen,CN,2021-11-01 01:14:16,40.2833,97.2,40.75,31,100,7.81
339,Manggar,ID,2021-11-01 01:14:17,-2.8833,108.2667,81.41,80,100,5.1
340,Dryden,CA,2021-11-01 01:14:18,49.7833,-92.7503,32.29,100,90,9.22
341,Banda Aceh,ID,2021-11-01 01:14:19,5.5577,95.3222,80.2,77,96,6.35
342,Rochester,US,2021-11-01 01:06:51,43.1548,-77.6156,54.63,72,75,5.01
343,Poquoson,US,2021-11-01 01:14:20,37.1224,-76.3458,64.4,86,20,6.91
344,Ambon,ID,2021-11-01 01:14:21,-3.6954,128.1814,84.34,79,40,2.3
345,Mount Isa,AU,2021-11-01 01:14:22,-20.7333,139.5,87.57,37,9,13.8
346,Ahuimanu,US,2021-11-01 01:14:23,21.4447,-157.8378,83.34,65,75,8.05
347,Hasaki,JP,2021-11-01 01:14:23,35.7333,140.8333,63.28,73,100,5.7
348,Maridi,SS,2021-11-01 01:14:24,4.9158,29.4742,67.68,85,100,0.94
349,Makakilo City,US,2021-11-01 01:14:25,21.3469,-158.0858,82.15,62,20,9.22
350,Porto Seguro,BR,2021-11-01 01:14:26,-16.4497,-39.0647,77.52,83,40,10.36
351,Chifeng,CN,2021-11-01 01:14:27,42.2683,118.9636,40.59,68,8,3.11
352,La Asuncion,VE,2021-11-01 01:14:28,11.0333,-63.8628,78.21,84,98,8.48
353,Nemuro,JP,2021-11-01 01:14:29,43.3236,145.575,51.46,72,9,10.87
354,Kamaishi,JP,2021-11-01 01:14:30,39.2667,141.8833,50.95,67,6,4.7
355,Hachinohe,JP,2021-11-01 01:14:30,40.5,141.5,61.83,69,10,3.96
356,Guerrero Negro,MX,2021-11-01 01:14:31,27.9769,-114.0611,65.16,81,1,11.83
357,Westport,US,2021-11-01 01:10:10,41.1415,-73.3579,59.99,89,1,8.01
358,Hondo,JP,2021-11-01 01:14:32,32.45,130.2,63.95,64,94,9.22
359,Alofi,NU,2021-11-01 01:14:33,-19.0595,-169.9187,77.34,75,28,21.83
360,Leningradskiy,RU,2021-11-01 01:14:34,69.3833,178.4167,-1.91,87,99,12.68
361,San Rafael,AR,2021-11-01 01:10:35,-34.6177,-68.3301,48.7,71,100,4.85
362,Ilam,NP,2021-11-01 01:14:35,26.9167,87.9167,56.01,78,4,4.27
363,Luba,GQ,2021-11-01 01:14:36,3.4568,8.5547,79.03,86,98,7.56
364,Requena,ES,2021-11-01 01:15:37,39.4883,-1.1004,67.14,83,100,27.02
365,Kandrian,PG,2021-11-01 01:15:38,-6.2167,149.55,85.91,69,96,11.18
366,Okato,NZ,2021-11-01 01:15:39,-39.2,173.8833,61.43,65,65,12.82
367,Sungairaya,ID,2021-11-01 01:15:40,0.7,108.9,83.46,73,89,4.03
368,Ivanivka,UA,2021-11-01 01:15:41,46.7208,34.553,44.24,95,1,8.88
369,Oussouye,SN,2021-11-01 01:15:41,12.485,-16.5469,78.93,82,99,5.68
370,Hamilton,US,2021-11-01 01:15:36,39.1834,-84.5333,58.44,75,90,1.01
371,Graham,US,2021-11-01 01:15:43,47.0529,-122.2943,53.37,70,1,0.0
372,Sainte-Anne-Des-Monts,CA,2021-11-01 01:15:43,49.124,-66.4924,53.47,82,100,9.22
373,Dunedin,NZ,2021-11-01 01:13:32,-45.8742,170.5036,62.8,52,16,10.0
374,Pangnirtung,CA,2021-11-01 01:15:44,66.1451,-65.7125,27.19,97,100,4.18
375,Sungaipenuh,ID,2021-11-01 01:15:45,-2.0833,101.3833,67.82,93,100,1.03
376,Bengkulu,ID,2021-11-01 01:15:46,-3.8004,102.2655,78.3,82,100,3.47
377,Chilca,PE,2021-11-01 01:15:47,-12.5211,-76.7372,66.61,87,93,6.96
378,Ushtobe,KZ,2021-11-01 01:15:47,45.2514,77.9838,44.33,46,100,9.78
379,Kuytun,RU,2021-11-01 01:15:49,54.3419,101.5036,30.29,92,100,3.27
380,Kalmunai,LK,2021-11-01 01:15:49,7.4167,81.8167,79.3,88,40,6.29
381,Medea,DZ,2021-11-01 01:15:50,36.2642,2.7539,64.85,85,94,4.97
382,Coahuayana,MX,2021-11-01 01:15:51,18.7333,-103.6833,77.59,81,21,0.51
383,Yining,CN,2021-11-01 01:15:51,29.0361,114.5636,61.65,82,100,1.28
384,Asfi,MA,2021-11-01 01:15:52,32.2994,-9.2372,65.44,87,17,6.46
385,Tommot,RU,2021-11-01 01:15:53,58.9564,126.2925,28.26,85,99,2.86
386,Alta Floresta,BR,2021-11-01 01:15:54,-9.8756,-56.0861,70.48,99,98,4.34
387,Flinders,AU,2021-11-01 01:15:55,-34.5833,150.8552,76.17,57,100,4.0
388,Jacareacanga,BR,2021-11-01 01:15:55,-6.2222,-57.7528,75.13,87,66,1.66
389,Bahia Blanca,AR,2021-11-01 01:13:58,-38.7196,-62.2724,53.56,78,100,9.71
390,Izhma,RU,2021-11-01 01:15:57,65.0083,53.9113,9.57,96,42,3.89
391,Berlevag,NO,2021-11-01 01:15:57,70.8578,29.0864,34.65,79,100,18.12
392,Turbat,PK,2021-11-01 01:15:58,26.0023,63.044,75.76,19,0,15.14
393,Dakar,SN,2021-11-01 01:13:20,14.6937,-17.4441,81.48,76,99,15.01
394,Batticaloa,LK,2021-11-01 01:15:59,7.7102,81.6924,79.9,86,44,7.9
395,Yavoriv,UA,2021-11-01 01:16:00,49.9386,23.3825,38.48,88,0,8.59
396,Coari,BR,2021-11-01 01:16:01,-4.085,-63.1414,76.91,84,22,3.04
397,Miguel Calmon,BR,2021-11-01 01:16:02,-11.4289,-40.595,73.2,70,14,6.91
398,Port Blair,IN,2021-11-01 01:16:03,11.6667,92.75,81.73,78,54,4.29
399,Caravelas,BR,2021-11-01 01:16:04,-17.7125,-39.2481,75.18,82,36,7.61
400,Tombouctou,ML,2021-11-01 01:16:04,20.0,-3.0,78.67,22,3,12.48
401,Torbay,CA,2021-11-01 01:15:36,47.6666,-52.7314,45.57,93,75,17.27
402,Prestea,GH,2021-11-01 01:16:06,5.4327,-2.1428,73.89,96,100,4.45
403,Pitiquito,MX,2021-11-01 01:16:07,30.7,-112.0833,72.39,24,0,8.84
404,Karpathos,GR,2021-11-01 01:16:08,35.507,27.2132,62.56,82,100,16.11
405,Olga,RU,2021-11-01 01:16:08,43.7444,135.2892,46.8,79,100,4.34
406,Vernon,CA,2021-11-01 01:14:10,50.2581,-119.2691,39.24,65,0,1.01
407,Guilin,CN,2021-11-01 01:16:10,25.2819,110.2864,62.71,95,100,4.85
408,Patterson,US,2021-11-01 01:17:10,37.4716,-121.1297,67.01,62,100,1.7
409,Kijang,KR,2021-11-01 01:17:11,35.2442,129.2139,60.53,47,100,3.96
410,Tumut,AU,2021-11-01 01:17:12,-35.3,148.2167,72.59,40,89,5.57
411,Tautira,PF,2021-11-01 01:14:12,-17.7333,-149.15,84.22,73,18,13.49
412,Cayenne,GF,2021-11-01 01:17:14,4.9333,-52.3333,82.09,82,75,3.0
413,Ucluelet,CA,2021-11-01 01:15:36,48.9329,-125.5528,52.09,78,0,10.45
414,Sancti Spiritus,CU,2021-11-01 01:17:16,21.9297,-79.4425,70.7,85,80,5.5
415,Santa Rosa,PH,2021-11-01 01:17:16,14.3122,121.1114,83.1,74,72,12.77
416,Mahajanga,MG,2021-11-01 01:17:17,-15.7167,46.3167,73.42,88,40,4.61
417,Port Lincoln,AU,2021-11-01 01:17:18,-34.7333,135.8667,71.53,43,0,9.06
418,Codrington,AU,2021-11-01 01:15:56,-38.2667,141.9667,63.59,61,1,3.56
419,Fengzhen,CN,2021-11-01 01:17:19,40.4394,113.1536,37.72,53,0,2.68
420,Bembereke,BJ,2021-11-01 01:17:20,10.2283,2.6634,71.35,44,91,5.64
421,Namibe,AO,2021-11-01 01:17:20,-15.1961,12.1522,64.06,78,17,7.87
422,Keuruu,FI,2021-11-01 01:17:21,62.2667,24.7,45.81,78,100,5.95
423,Wanaka,NZ,2021-11-01 01:17:22,-44.7,169.15,68.11,35,23,8.99
424,Bilma,NE,2021-11-01 01:17:23,18.6853,12.9164,76.87,23,6,12.03
425,Huarmey,PE,2021-11-01 01:17:23,-10.0681,-78.1522,65.16,81,8,8.1
426,Dzilam Gonzalez,MX,2021-11-01 01:17:24,21.2833,-88.9333,70.86,67,32,5.73
427,Kaeo,NZ,2021-11-01 01:17:25,-35.1,173.7833,67.32,62,98,6.04
428,La Rioja,ES,2021-11-01 01:17:26,42.25,-2.5,51.04,92,100,5.77
429,Nizwa,OM,2021-11-01 01:17:26,22.9333,57.5333,74.89,23,0,7.14
430,Yeppoon,AU,2021-11-01 01:17:27,-23.1333,150.7333,76.78,61,90,18.9
431,Dhaulpur,IN,2021-11-01 01:17:28,26.7,77.9,66.65,52,0,3.71
432,Aban,RU,2021-11-01 01:17:29,56.67,96.06,35.53,73,100,14.52
433,Grindavik,IS,2021-11-01 01:17:30,63.8424,-22.4338,36.07,80,75,21.85
434,Najran,SA,2021-11-01 01:17:25,17.4924,44.1277,61.45,49,0,2.57
435,Waverly,US,2021-11-01 01:17:31,42.7392,-84.6208,46.33,80,90,10.36
436,Shimanovsk,RU,2021-11-01 01:17:32,52.0,127.7,31.41,35,14,7.87
437,Vodnyy,RU,2021-11-01 01:17:32,63.5046,53.4095,17.44,98,100,4.72
438,Nosy Varika,MG,2021-11-01 01:17:33,-20.5833,48.5333,72.14,91,67,7.14
439,Cururupu,BR,2021-11-01 01:17:34,-1.8283,-44.8683,75.94,93,91,4.29
440,Solnechnyy,RU,2021-11-01 01:17:34,50.7214,136.6319,32.81,49,0,4.18
441,Itarema,BR,2021-11-01 01:17:35,-2.9248,-39.9167,80.35,78,29,13.42
442,Shingu,JP,2021-11-01 01:17:36,33.7333,135.9833,70.79,64,47,3.91
443,Kondinskoye,RU,2021-11-01 01:17:37,59.6481,67.41,20.03,95,100,11.23
444,Pandan,PH,2021-11-01 01:17:38,14.0453,124.1694,83.39,70,47,11.63
445,Mercedes,AR,2021-11-01 01:17:39,-34.6515,-59.4307,62.64,77,100,12.33
446,Roma,US,2021-11-01 01:13:29,43.2128,-75.4557,54.39,90,90,0.0
447,Astoria,US,2021-11-01 01:17:40,46.1879,-123.8313,58.86,51,1,1.99
448,Kampong Chhnang,KH,2021-11-01 01:17:41,12.1667,104.55,79.47,83,63,0.94
449,Mtwara,TZ,2021-11-01 01:17:41,-10.2667,40.1833,78.8,73,98,10.47
450,Pilot Butte,CA,2021-11-01 01:17:42,50.4668,-104.4178,30.78,76,20,6.91
451,Watrous,CA,2021-11-01 01:17:43,51.6668,-105.4679,31.78,64,100,9.22
452,Mayumba,GA,2021-11-01 01:17:43,-3.432,10.6554,77.02,88,100,9.71
453,Fort Nelson,CA,2021-11-01 01:15:36,58.8053,-122.7002,24.39,74,20,3.44
454,Morondava,MG,2021-11-01 01:18:45,-20.2833,44.2833,69.94,86,73,7.4
455,Belaya Gora,RU,2021-11-01 01:18:45,68.5333,146.4167,-5.78,99,71,3.4
456,Sikonge,TZ,2021-11-01 01:18:46,-5.6333,32.7667,65.98,83,97,3.74
457,Fairbanks,US,2021-11-01 01:18:23,64.8378,-147.7164,44.94,49,20,6.91
458,Lakselv,NO,2021-11-01 01:18:48,70.0513,24.9718,33.62,86,75,31.07
459,Christchurch,NZ,2021-11-01 01:17:00,-43.5333,172.6333,62.47,63,15,7.0
460,Sobolevo,RU,2021-11-01 01:18:49,54.4299,31.8996,37.2,83,0,7.4
461,Mahon,ES,2021-11-01 01:18:50,39.8885,4.2658,70.36,94,0,11.5
462,Mayor Pablo Lagerenza,PY,2021-11-01 01:18:50,-19.9309,-60.7718,80.58,59,0,4.07
463,Scarborough,GB,2021-11-01 01:13:57,54.2797,-0.4044,49.57,86,100,7.0
464,Manuk Mangkaw,PH,2021-11-01 01:18:52,4.8,119.85,83.14,73,83,4.52
465,Kenora,CA,2021-11-01 01:17:04,49.8167,-94.4337,35.58,100,90,8.05
466,Numan,NG,2021-11-01 01:18:53,9.4667,12.0333,77.34,52,65,5.53
467,Tezu,IN,2021-11-01 01:18:54,27.9167,96.1667,67.8,63,50,3.04
468,Chinsali,ZM,2021-11-01 01:18:55,-10.5414,32.0816,71.67,55,35,4.56
469,Bondoukou,CI,2021-11-01 01:18:55,8.0333,-2.8,74.41,81,100,4.14
470,Qandala,SO,2021-11-01 01:15:53,11.472,49.8728,78.53,77,97,8.28
471,Tarakan,ID,2021-11-01 01:18:57,3.3,117.6333,85.5,70,20,6.91
472,Hofn,IS,2021-11-01 01:18:57,64.2539,-15.2082,39.6,60,99,26.42
473,Walvis Bay,NA,2021-11-01 01:18:58,-22.9575,14.5053,60.1,93,0,5.75
474,Isakly,RU,2021-11-01 01:18:59,54.1333,51.5333,41.22,85,20,8.59
475,Kang,BW,2021-11-01 01:18:59,-23.6752,22.7876,71.24,24,0,6.96
476,Voznesenye,RU,2021-11-01 01:19:00,61.0106,35.4781,42.04,91,100,7.99
477,Tessalit,ML,2021-11-01 01:19:01,20.1986,1.0114,81.16,15,1,10.29
478,Kavaratti,IN,2021-11-01 01:19:02,10.5669,72.642,81.1,79,81,6.87
479,Iranduba,BR,2021-11-01 01:19:03,-3.2847,-60.1861,84.49,74,86,3.53
480,Maua,BR,2021-11-01 01:19:04,-23.6678,-46.4614,66.36,85,100,3.69
481,Manokwari,ID,2021-11-01 01:19:05,-0.8667,134.0833,80.55,78,100,4.45
482,Sinjar,IQ,2021-11-01 01:19:05,36.3209,41.8754,64.9,64,100,10.04
483,Penzance,GB,2021-11-01 01:19:06,50.1186,-5.5371,52.81,70,57,25.7
484,Biloxi,US,2021-11-01 01:19:07,30.396,-88.8853,60.85,82,1,0.0
485,Poum,NC,2021-11-01 01:19:08,-20.2333,164.0167,75.69,70,0,18.39
486,Oranjemund,NA,2021-11-01 01:19:09,-28.55,16.4333,61.54,73,100,8.93
487,Omsukchan,RU,2021-11-01 01:19:09,62.5333,155.8,-6.83,90,47,3.27
488,Cervo,ES,2021-11-01 01:19:10,43.6702,-7.4101,53.96,75,57,16.67
489,Kieta,PG,2021-11-01 01:19:11,-6.2167,155.6333,83.71,73,100,3.76
490,Cherepovets,RU,2021-11-01 01:19:12,59.1333,37.9,38.53,94,92,7.09
491,Belle Glade,US,2021-11-01 01:14:44,26.6845,-80.6676,75.97,74,74,9.57
492,Syracuse,IT,2021-11-01 01:19:13,37.0881,15.2792,62.44,89,100,7.74
493,Saint Anthony,US,2021-11-01 01:19:14,45.0205,-93.218,42.73,59,75,1.01
494,Nawada,IN,2021-11-01 01:19:14,24.8833,85.5333,61.09,72,0,1.57
495,Cabedelo,BR,2021-11-01 01:19:15,-6.9811,-34.8339,79.47,78,92,11.99
496,Dhidhdhoo,MV,2021-11-01 01:19:16,6.8833,73.1,80.94,79,100,12.48
497,Domat,CH,2021-11-01 01:19:16,46.8348,9.4508,54.48,92,61,8.48
498,Marion,US,2021-11-01 01:19:18,39.7684,-86.1555,50.83,81,20,9.22
499,Klaksvik,FO,2021-11-01 01:19:18,62.2266,-6.589,41.92,66,100,9.8
500,Praia Da Vitoria,PT,2021-11-01 01:16:00,38.7333,-27.0667,70.05,88,20,3.8
501,Meulaboh,ID,2021-11-01 01:20:20,4.1363,96.1285,77.38,84,100,3.31
502,Inongo,CD,2021-11-01 01:20:20,-1.95,18.2667,70.07,96,100,4.03
503,Chalus,IR,2021-11-01 01:20:21,36.655,51.4204,58.46,88,75,4.61
504,Villarrobledo,ES,2021-11-01 01:20:22,39.2699,-2.6012,62.78,87,100,28.39
505,Ames,US,2021-11-01 01:16:17,42.0347,-93.6199,42.62,72,1,4.0
506,Masakin,TN,2021-11-01 01:20:23,35.7292,10.5808,70.0,88,40,3.44
507,Iranshahr,IR,2021-11-01 01:20:24,27.2025,60.6848,69.62,23,0,4.79
508,Joshimath,IN,2021-11-01 01:20:24,30.5667,79.5667,48.29,38,0,4.38
509,Mlonggo,ID,2021-11-01 01:20:25,-6.5333,110.7,82.29,65,76,2.21
510,Rebrikha,RU,2021-11-01 01:20:26,53.0733,82.3408,24.82,89,100,11.41
511,Lagunillas,VE,2021-11-01 01:20:27,10.1301,-71.2595,78.76,82,87,4.38
512,Arinos,BR,2021-11-01 01:20:27,-15.9169,-46.1056,71.17,84,99,1.9
513,Grand-Lahou,CI,2021-11-01 01:20:28,5.1367,-5.0242,77.45,88,100,8.5
514,Bairiki,KI,2021-11-01 01:20:29,1.3292,172.9752,87.8,62,40,11.5
515,Iguatemi,BR,2021-11-01 01:20:29,-23.6803,-54.5611,72.16,93,0,4.97
516,Altamira,BR,2021-11-01 01:20:30,-3.2033,-52.2064,77.59,78,97,2.24
517,Niteroi,BR,2021-11-01 01:20:31,-22.8833,-43.1036,71.58,96,90,5.75
518,Sao Borja,BR,2021-11-01 01:20:02,-28.6606,-56.0044,72.95,65,15,6.33
519,Aswan,EG,2021-11-01 01:15:45,24.0934,32.907,80.87,33,98,7.92
520,Van Buren,US,2021-11-01 01:20:33,35.4368,-94.3483,59.02,72,1,1.01
521,Padang,ID,2021-11-01 01:18:42,-0.9492,100.3543,80.65,89,100,2.66
522,Fernandez,AR,2021-11-01 01:20:34,-27.9204,-63.8935,80.51,50,100,16.35
523,Avera,US,2021-11-01 01:20:35,33.194,-82.5271,59.72,75,0,6.96
524,Aquiraz,BR,2021-11-01 01:20:36,-3.9014,-38.3911,81.18,81,47,12.1
525,Manaure,CO,2021-11-01 01:20:36,11.7751,-72.4445,81.64,73,100,8.19
526,Yuli,NG,2021-11-01 01:20:37,9.6989,10.2744,75.87,38,90,2.95
527,Gambo,CF,2021-11-01 01:20:38,4.6482,22.2633,68.77,98,100,1.39
528,Kamenka,RU,2021-11-01 01:20:39,51.3223,42.7678,39.7,66,0,6.13
529,Pyapon,MM,2021-11-01 01:20:39,16.2833,95.6833,78.31,90,100,4.43
530,Skawina,PL,2021-11-01 01:20:40,49.9752,19.8287,46.53,71,0,3.49
531,Kununurra,AU,2021-11-01 01:19:52,-15.7667,128.7333,85.98,62,18,5.75
532,Bay Roberts,CA,2021-11-01 01:20:41,47.5999,-53.2648,46.04,88,100,5.01
533,Havelock,US,2021-11-01 01:20:42,34.8791,-76.9013,64.35,90,1,4.61
534,Pimenta Bueno,BR,2021-11-01 01:20:43,-11.6725,-61.1936,73.09,94,100,4.14
535,Boma,GH,2021-11-01 01:20:43,7.0805,-2.1697,71.78,94,67,3.38
536,Boyolangu,ID,2021-11-01 01:20:45,-8.1181,111.8935,80.74,80,100,4.99
537,Orapa,BW,2021-11-01 01:20:45,-21.2833,25.3667,73.94,52,0,13.73
538,Idritsa,RU,2021-11-01 01:20:46,56.3316,28.8988,41.0,85,11,7.25
539,Punta Cardon,VE,2021-11-01 01:20:47,11.6581,-70.215,81.01,76,100,16.44
540,Great Yarmouth,GB,2021-11-01 01:20:48,52.6083,1.7305,51.24,74,6,25.95
541,Zarechnyy,RU,2021-11-01 01:20:49,53.2036,45.1923,46.31,46,6,5.82
542,Manaquiri,BR,2021-11-01 01:20:50,-3.3167,-60.35,84.65,80,67,3.09
543,Surt,LY,2021-11-01 01:20:50,31.2089,16.5887,68.58,66,96,12.3
544,Barreiras,BR,2021-11-01 01:20:51,-12.1528,-44.99,78.62,52,100,1.25
545,Pokrovsk,UA,2021-11-01 01:20:52,48.282,37.1758,40.26,91,0,7.83
546,Fushun,CN,2021-11-01 01:20:52,41.8558,123.9233,40.57,54,9,4.9
547,Acapulco,MX,2021-11-01 01:16:25,16.8634,-99.8901,79.48,81,100,1.3
548,Khanpur,PK,2021-11-01 01:21:54,28.6453,70.6567,70.34,19,0,8.14
549,Ketchikan,US,2021-11-01 01:18:45,55.3422,-131.6461,39.67,87,1,0.0
550,Sipoo,FI,2021-11-01 01:21:55,60.3775,25.2691,47.16,83,40,9.22
551,Camocim,BR,2021-11-01 01:21:57,-2.9022,-40.8411,79.75,80,66,12.37
552,Plastun,RU,2021-11-01 01:21:57,44.7561,136.2939,46.02,82,100,4.83
553,Atasu,KZ,2021-11-01 01:19:57,48.6814,71.6433,38.43,79,100,12.62
554,Santa Cruz,BO,2021-11-01 01:18:33,-17.8,-63.1667,81.86,69,75,3.44
555,El Campo,US,2021-11-01 01:21:59,29.1966,-96.2697,69.89,77,1,3.44
556,Bhera,PK,2021-11-01 01:22:00,32.4832,72.9097,63.99,45,0,6.53
557,Menongue,AO,2021-11-01 01:22:00,-14.6585,17.691,62.64,85,82,2.93
558,Manadhoo,MV,2021-11-01 01:21:16,5.7667,73.3833,82.15,75,100,16.2
559,Teya,RU,2021-11-01 01:22:02,60.3778,92.6267,21.47,95,100,3.38
560,Iracoubo,GF,2021-11-01 01:22:02,5.4802,-53.2011,79.05,83,72,8.81
561,Road Town,VG,2021-11-01 01:22:04,18.4167,-64.6167,80.69,66,5,12.06
562,Saldanha,ZA,2021-11-01 01:22:04,-33.0117,17.9442,62.65,76,100,11.32
563,Lakes Entrance,AU,2021-11-01 01:22:05,-37.8811,147.981,71.58,56,100,6.91
